GEOID,sovi,rank
g08019,,
g08021,,
g08023,,
g08025,,
g08027,,
g08029,,
g08031,,
g08033,,
g08035,,
g08037,,
g08039,,
g08041,,
g08043,,
g08045,,
g08047,,
g08049,,
g08051,,
g08053,,
g08055,,
g08057,,
g08059,,
g08061,,
g08063,,
g08065,,
g08067,,
g08069,,
g08071,,
g08073,,
g08075,,
g08077,,
g08079,,
g08081,,
g08083,,
g08085,,
g08087,,
g08089,,
g08091,,
g08093,,
g08095,,
g08097,,
g08099,,
g08101,,
g08103,,
g08105,,
g08107,,
g08109,,
g08111,,
g08113,,
g08115,,
g08117,,
g08119,,
g08121,,
g08123,,
g08125,,
g09001,,
g09003,,
g09005,,
g09007,,
g09009,,
g09011,,
g09013,,
g09015,,
g10001,,
g10003,,
g10005,,
g11001,,
g12001,,
g12003,,
g12005,,
g12007,,
g12009,,
g12011,,
g12013,,
g12015,,
g12017,,
g12019,,
g12021,,
g12023,,
g12027,,
g12029,,
g12031,,
g12033,,
g12035,,
g12037,,
g12039,,
g12041,,
g12043,,
g12045,,
g12047,,
g12049,,
g12051,,
g12053,,
g12055,,
g12057,,
g12059,,
g12061,,
g12063,,
g12065,,
g12067,,
g12069,,
g12071,,
g12073,,
g12075,,
g12077,,
g12079,,
g12081,,
g12083,,
g12085,,
g12086,,
g12087,,
g12089,,
g12091,,
g12093,,
g12095,,
g12097,,
g12099,,
g12101,,
g12103,,
g12105,,
g12107,,
g12109,,
g12111,,
g12113,,
g12115,,
g12117,,
g12119,,
g12121,,
g12123,,
g12125,,
g12127,,
g12129,,
g12131,,
g12133,,
g13001,,
g13003,,
g13005,,
g13007,,
g13009,,
g13011,,
g13013,,
g13015,,
g13017,,
g13019,,
g13021,,
g13023,,
g13025,,
g13027,,
g13029,,
g13031,,
g13033,,
g13035,,
g13037,,
g13039,,
g13043,,
g13045,,
g13047,,
g13049,,
g13051,,
g13053,,
g13055,,
g13057,,
g13059,,
g13061,,
g13063,,
g13065,,
g13067,,
g13069,,
g13071,,
g13073,,
g13075,,
g13077,,
g13079,,
g13081,,
g13083,,
g13085,,
g13087,,
g13089,,
g13091,,
g13093,,
g13095,,
g13097,,
g13099,,
g13101,,
g13103,,
g13105,,
g13107,,
g13109,,
g13111,,
g13113,,
g13115,,
g13117,,
g13119,,
g13121,,
g13123,,
g13125,,
g13127,,
g13129,,
g13131,,
g13133,,
g13135,,
g13137,,
g13139,,
g13141,,
g13143,,
g13145,,
g13147,,
g13149,,
g13151,,
g13153,,
g13155,,
g13157,,
g13159,,
g13161,,
g13163,,
g13165,,
g13167,,
g13169,,
g13171,,
g13173,,
g13175,,
g13177,,
g13179,,
g13181,,
g13183,,
g13185,,
g13187,,
g13189,,
g13191,,
g13193,,
g13195,,
g13197,,
g13199,,
g13201,,
g13205,,
g13207,,
g13209,,
g13211,,
g13213,,
g13215,,
g13217,,
g13219,,
g13221,,
g13223,,
g13225,,
g13227,,
g13229,,
g13231,,
g13233,,
g13235,,
g13237,,
g13239,,
g13241,,
g13243,,
g13245,,
g13247,,
g13249,,
g13251,,
g13253,,
g13255,,
g13257,,
g13259,,
g13261,,
g13263,,
g13265,,
g13267,,
g13269,,
g13271,,
g13273,,
g13275,,
g13277,,
g13279,,
g13281,,
g13283,,
g13285,,
g13287,,
g13289,,
g13291,,
g13293,,
g13295,,
g13297,,
g13299,,
g13301,,
g13303,,
g13305,,
g13307,,
g13309,,
g13311,,
g13313,,
g13315,,
g13317,,
g13319,,
g13321,,
g15001,,
g15003,,
g15005,,
g15007,,
g15009,,
g16001,,
g16003,,
g16005,,
g16007,,
g16009,,
g16011,,
g16013,,
g16015,,
g16017,,
g16019,,
g16021,,
g16023,,
g16025,,
g16027,,
g16029,,
g16031,,
g16033,,
g16035,,
g16037,,
g16039,,
g16041,,
g16043,,
g16045,,
g16047,,
g16049,,
g16051,,
g16053,,
g16055,,
g16057,,
g16059,,
g16061,,
g16063,,
g16065,,
g16067,,
g16069,,
g16071,,
g16073,,
g16075,,
g16077,,
g16079,,
g16081,,
g16083,,
g16085,,
g16087,,
g17001,,
g17003,,
g17005,,
g17007,,
g17009,,
g17011,,
g17013,,
g17015,,
g17017,,
g17019,,
g17021,,
g17023,,
g17025,,
g17027,,
g17029,,
g17031,,
g17033,,
g17035,,
g17037,,
g17039,,
g17041,,
g17043,,
g17045,,
g17047,,
g17049,,
g17051,,
g17053,,
g17055,,
g17057,,
g17059,,
g17061,,
g17063,,
g17065,,
g17067,,
g17069,,
g17071,,
g17073,,
g17075,,
g17077,,
g17079,,
g17081,,
g17083,,
g17085,,
g17087,,
g17089,,
g17091,,
g17093,,
g17095,,
g17097,,
g17099,,
g17101,,
g17103,,
g17105,,
g17107,,
g17109,,
g17111,,
g17113,,
g17115,,
g17117,,
g17119,,
g17121,,
g17123,,
g17125,,
g17127,,
g17129,,
g17131,,
g17133,,
g17135,,
g17137,,
g17139,,
g17141,,
g17143,,
g17145,,
g17147,,
g17149,,
g17151,,
g17153,,
g17155,,
g17157,,
g17159,,
g17161,,
g17163,,
g17165,,
g17167,,
g17169,,
g17171,,
g17173,,
g17175,,
g17177,,
g17179,,
g17181,,
g17183,,
g17185,,
g17187,,
g17189,,
g17191,,
g17193,,
g17195,,
g17197,,
g17199,,
g17201,,
g17203,,
g18001,,
g18003,,
g18005,,
g18007,,
g18009,,
g18011,,
g18013,,
g18015,,
g18017,,
g18019,,
g18021,,
g18023,,
g18025,,
g18027,,
g18029,,
g18031,,
g18033,,
g18035,,
g18037,,
g18039,,
g18041,,
g18043,,
g18045,,
g18047,,
g18049,,
g18051,,
g18053,,
g18055,,
g18057,,
g18059,,
g18061,,
g18063,,
g18065,,
g18067,,
g18069,,
g18071,,
g18073,,
g18075,,
g18077,,
g18079,,
g18081,,
g18083,,
g18085,,
g18087,,
g18089,,
g18091,,
g18093,,
g18095,,
g18097,,
g18099,,
g18101,,
g18103,,
g18105,,
g18107,,
g18109,,
g18111,,
g18113,,
g18115,,
g18117,,
g18119,,
g18121,,
g18123,,
g18125,,
g18127,,
g18129,,
g18131,,
g18133,,
g18135,,
g18137,,
g18139,,
g18141,,
g18143,,
g18145,,
g18147,,
g18149,,
g18151,,
g18153,,
g18155,,
g18157,,
g18159,,
g18161,,
g18163,,
g18165,,
g18167,,
g18169,,
g18171,,
g18173,,
g18175,,
g18177,,
g18179,,
g18181,,
g18183,,
g19001,,
g19003,,
g19005,,
g19007,,
g19009,,
g19011,,
g19013,,
g19015,,
g19017,,
g19019,,
g19021,,
g19023,,
g19025,,
g19027,,
g19029,,
g19031,,
g19033,,
g19035,,
g19037,,
g19039,,
g19041,,
g19043,,
g19045,,
g19047,,
g19049,,
g19051,,
g19053,,
g19055,,
g19057,,
g19059,,
g19061,,
g19063,,
g19065,,
g19067,,
g19069,,
g19071,,
g19073,,
g19075,,
g19077,,
g19079,,
g19081,,
g19083,,
g19085,,
g19087,,
g19089,,
g19091,,
g19093,,
g19095,,
g19097,,
g19099,,
g19101,,
g19103,,
g19105,,
g19107,,
g19109,,
g19111,,
g19113,,
g19115,,
g19117,,
g19119,,
g19121,,
g19123,,
g19125,,
g19127,,
g19129,,
g19131,,
g19133,,
g19135,,
g19137,,
g19139,,
g19141,,
g19143,,
g19145,,
g19147,,
g19149,,
g19151,,
g19153,,
g19155,,
g19157,,
g19159,,
g19161,,
g19163,,
g19165,,
g19167,,
g19169,,
g19171,,
g19173,,
g19175,,
g19177,,
g19179,,
g19181,,
g19183,,
g19185,,
g19187,,
g19189,,
g19191,,
g19193,,
g19195,,
g19197,,
g20001,,
g20003,,
g20005,,
g20007,,
g20009,,
g20011,,
g20013,,
g20015,,
g20017,,
g20019,,
g20021,,
g20023,,
g20025,,
g20027,,
g20029,,
g20031,,
g20033,,
g20035,,
g20037,,
g20039,,
g20041,,
g20043,,
g20045,,
g20047,,
g20049,,
g20051,,
g20053,,
g20055,,
g20057,,
g20059,,
g20061,,
g20063,,
g20065,,
g20067,,
g20069,,
g20071,,
g20073,,
g20075,,
g20077,,
g20079,,
g20081,,
g20083,,
g20085,,
g20087,,
g20089,,
g20091,,
g20093,,
g20095,,
g20097,,
g20099,,
g20101,,
g20103,,
g20105,,
g20107,,
g20109,,
g20111,,
g20113,,
g20115,,
g20117,,
g20119,,
g20121,,
g20123,,
g20125,,
g20127,,
g20129,,
g20131,,
g20133,,
g20135,,
g20137,,
g20139,,
g20141,,
g20143,,
g20145,,
g20147,,
g20149,,
g20151,,
g20153,,
g20155,,
g20157,,
g20159,,
g20161,,
g20163,,
g20165,,
g20167,,
g20169,,
g20171,,
g20173,,
g20175,,
g20177,,
g20179,,
g20181,,
g20183,,
g20185,,
g20187,,
g20189,,
g20191,,
g20193,,
g20195,,
g20197,,
g20199,,
g20201,,
g20203,,
g20205,,
g20207,,
g20209,,
g21001,,
g21003,,
g21005,,
g21007,,
g21009,,
g21011,,
g21013,,
g21015,,
g21017,,
g21019,,
g21021,,
g21023,,
g21025,,
g21027,,
g21029,,
g21031,,
g21033,,
g21035,,
g21037,,
g21039,,
g21041,,
g21043,,
g21045,,
g21047,,
g21049,,
g21051,,
g21053,,
g21055,,
g21057,,
g21059,,
g21061,,
g21063,,
g21065,,
g21067,,
g21069,,
g21071,,
g21073,,
g21075,,
g21077,,
g21079,,
g21081,,
g21083,,
g21085,,
g21087,,
g21089,,
g21091,,
g21093,,
g21095,,
g21097,,
g21099,,
g21101,,
g21103,,
g21105,,
g21107,,
g21109,,
g21111,,
g21113,,
g21115,,
g21117,,
g21119,,
g21121,,
g21123,,
g21125,,
g21127,,
g21129,,
g21131,,
g21133,,
g21135,,
g21137,,
g21139,,
g21141,,
g21143,,
g21145,,
g21147,,
g21149,,
g21151,,
g21153,,
g21155,,
g21157,,
g21159,,
g21161,,
g21163,,
g21165,,
g21167,,
g21169,,
g21171,,
g21173,,
g21175,,
g21177,,
g21179,,
g21181,,
g21183,,
g21185,,
g21187,,
g21189,,
g21191,,
g21193,,
g21195,,
g21197,,
g21199,,
g21201,,
g21203,,
g21205,,
g21207,,
g21209,,
g21211,,
g21213,,
g21215,,
g21217,,
g21219,,
g21221,,
g21223,,
g21225,,
g21227,,
g21229,,
g21231,,
g21233,,
g21235,,
g21237,,
g21239,,
g22001,,
g22003,,
g22005,,
g22007,,
g22009,,
g22011,,
g22013,,
g22015,,
g22017,,
g22019,,
g22021,,
g22023,,
g22025,,
g22027,,
g22029,,
g22031,,
g22033,,
g22035,,
g22037,,
g22039,,
g22041,,
g22043,,
g22045,,
g22047,,
g22049,,
g22051,,
g22053,,
g22055,,
g22057,,
g22059,,
g22061,,
g22063,,
g22065,,
g22067,,
g22069,,
g22071,,
g22073,,
g22075,,
g22077,,
g22079,,
g22081,,
g22083,,
g22085,,
g22087,,
g22089,,
g22091,,
g22093,,
g22095,,
g22097,,
g22099,,
g22101,,
g22103,,
g22105,,
g22107,,
g22109,,
g22111,,
g22113,,
g22115,,
g22117,,
g22119,,
g22121,,
g22123,,
g22125,,
g22127,,
g23001,,
g23003,,
g23005,,
g23007,,
g23009,,
g23011,,
g23013,,
g23015,,
g23017,,
g23019,,
g23021,,
g23023,,
g23025,,
g23027,,
g23029,,
g23031,,
g24001,,
g24003,,
g24005,,
g24009,,
g24011,,
g24013,,
g24015,,
g24017,,
g24019,,
g24021,,
g24023,,
g24025,,
g24027,,
g24029,,
g24031,,
g24033,,
g24035,,
g24037,,
g24039,,
g24041,,
g24043,,
g24045,,
g24047,,
g24510,,
g25001,,
g25003,,
g25005,,
g25007,,
g25009,,
g25011,,
g25013,,
g25015,,
g25017,,
g25019,,
g25021,,
g25023,,
g25025,,
g25027,,
g26001,,
g26003,,
g26005,,
g26007,,
g26009,,
g26011,,
g26013,,
g26015,,
g26017,,
g26019,,
g26021,,
g26023,,
g26025,,
g26027,,
g26029,,
g26031,,
g26033,,
g26035,,
g26037,,
g26039,,
g26041,,
g26043,,
g26045,,
g26047,,
g26049,,
g26051,,
g26053,,
g26055,,
g26057,,
g26059,,
g26061,,
g26063,,
g26065,,
g26067,,
g26069,,
g26071,,
g26073,,
g26075,,
g26077,,
g26079,,
g26081,,
g26083,,
g26085,,
g26087,,
g26089,,
g26091,,
g26093,,
g26095,,
g26097,,
g26099,,
g26101,,
g26103,,
g26105,,
g26107,,
g26109,,
g26111,,
g26113,,
g26115,,
g26117,,
g26119,,
g26121,,
g26123,,
g26125,,
g26127,,
g26129,,
g26131,,
g26133,,
g26135,,
g26137,,
g26139,,
g26141,,
g26143,,
g26145,,
g26147,,
g26149,,
g26151,,
g26153,,
g26155,,
g26157,,
g26159,,
g26161,,
g26163,,
g26165,,
g27001,,
g27003,,
g27005,,
g27007,,
g27009,,
g27011,,
g27013,,
g27015,,
g27017,,
g27019,,
g27021,,
g27023,,
g27025,,
g27027,,
g27029,,
g27031,,
g27033,,
g27035,,
g27037,,
g27039,,
g27041,,
g27043,,
g27045,,
g27047,,
g27049,,
g27051,,
g27053,,
g27055,,
g27057,,
g27059,,
g27061,,
g27063,,
g27065,,
g27067,,
g27069,,
g27071,,
g27073,,
g27075,,
g27077,,
g27079,,
g27081,,
g27083,,
g27085,,
g27087,,
g27089,,
g27091,,
g27093,,
g27095,,
g27097,,
g27099,,
g27101,,
g27103,,
g27105,,
g27107,,
g27109,,
g27111,,
g27113,,
g27115,,
g27117,,
g27119,,
g27121,,
g27123,,
g27125,,
g27127,,
g27129,,
g27131,,
g27133,,
g27135,,
g27137,,
g27139,,
g27141,,
g27143,,
g27145,,
g27147,,
g27149,,
g27151,,
g27153,,
g27155,,
g27157,,
g27159,,
g27161,,
g27163,,
g27165,,
g27167,,
g27169,,
g27171,,
g27173,,
g28001,,
g28003,,
g28005,,
g28007,,
g28009,,
g28011,,
g28013,,
g28015,,
g28017,,
g28019,,
g28021,,
g28023,,
g28025,,
g28027,,
g28029,,
g28031,,
g28033,,
g28035,,
g28037,,
g28039,,
g28041,,
g28043,,
g28045,,
g28047,,
g28049,,
g28051,,
g28053,,
g28055,,
g28057,,
g28059,,
g28061,,
g28063,,
g28065,,
g28067,,
g28069,,
g28071,,
g28073,,
g28075,,
g28077,,
g28079,,
g28081,,
g28083,,
g28085,,
g28087,,
g28089,,
g28091,,
g28093,,
g28095,,
g28097,,
g28099,,
g28101,,
g28103,,
g28105,,
g28107,,
g28109,,
g28111,,
g28113,,
g28115,,
g28117,,
g28119,,
g28121,,
g28123,,
g28125,,
g28127,,
g28129,,
g28131,,
g28133,,
g28135,,
g28137,,
g28139,,
g28141,,
g28143,,
g28145,,
g28147,,
g28149,,
g28151,,
g28153,,
g28155,,
g28157,,
g28159,,
g28161,,
g28163,,
g29001,,
g29003,,
g29005,,
g29007,,
g29009,,
g29011,,
g29013,,
g29015,,
g29017,,
g29019,,
g29021,,
g29023,,
g29025,,
g29027,,
g29029,,
g29031,,
g29033,,
g29035,,
g29037,,
g29039,,
g29041,,
g29043,,
g29045,,
g29047,,
g29049,,
g29051,,
g29053,,
g29055,,
g29057,,
g29059,,
g29061,,
g29063,,
g29065,,
g29067,,
g29069,,
g29071,,
g29073,,
g29075,,
g29077,,
g29079,,
g29081,,
g29083,,
g29085,,
g29087,,
g29089,,
g29091,,
g29093,,
g29095,,
g29097,,
g29099,,
g29101,,
g29103,,
g29105,,
g29107,,
g29109,,
g29111,,
g29113,,
g29115,,
g29117,,
g29119,,
g29121,,
g29123,,
g29125,,
g29127,,
g29129,,
g29131,,
g29133,,
g29135,,
g29137,,
g29139,,
g29141,,
g29143,,
g29145,,
g29147,,
g29149,,
g29151,,
g29153,,
g29155,,
g29157,,
g29159,,
g29161,,
g29163,,
g29165,,
g29167,,
g29169,,
g29171,,
g29173,,
g29175,,
g29177,,
g29179,,
g29181,,
g29183,,
g29185,,
g29186,,
g29187,,
g29189,,
g29195,,
g29197,,
g29199,,
g29201,,
g29203,,
g29205,,
g29207,,
g29209,,
g29211,,
g29213,,
g29215,,
g29217,,
g29219,,
g29221,,
g29223,,
g29225,,
g29227,,
g29229,,
g29510,,
g30001,,
g30003,,
g30005,,
g30007,,
g30009,,
g30011,,
g30013,,
g30015,,
g30017,,
g30019,,
g30021,,
g30023,,
g30025,,
g30027,,
g30029,,
g30031,,
g30033,,
g30035,,
g30037,,
g30039,,
g30041,,
g30043,,
g30045,,
g30047,,
g30049,,
g30051,,
g30053,,
g30055,,
g30057,,
g30059,,
g30061,,
g30063,,
g30065,,
g30067,,
g30069,,
g30071,,
g30073,,
g30075,,
g30077,,
g30079,,
g30081,,
g30083,,
g30085,,
g30087,,
g30089,,
g30091,,
g30093,,
g30095,,
g30097,,
g30099,,
g30101,,
g30103,,
g30105,,
g30107,,
g30109,,
g30111,,
g31001,,
g31003,,
g31005,,
g31007,,
g31009,,
g31011,,
g31013,,
g31015,,
g31017,,
g31019,,
g31021,,
g31023,,
g31025,,
g31027,,
g31029,,
g31031,,
g31033,,
g31035,,
g31037,,
g31039,,
g31041,,
g31043,,
g31045,,
g31047,,
g31049,,
g31051,,
g31053,,
g31055,,
g31057,,
g31059,,
g31061,,
g31063,,
g31065,,
g31067,,
g31069,,
g31071,,
g31073,,
g31075,,
g31077,,
g31079,,
g31081,,
g31083,,
g31085,,
g31087,,
g31089,,
g31091,,
g31093,,
g31095,,
g31097,,
g31099,,
g31101,,
g31103,,
g31105,,
g31107,,
g31109,,
g31111,,
g31113,,
g31115,,
g31117,,
g31119,,
g31121,,
g31123,,
g31125,,
g31127,,
g31129,,
g31131,,
g31133,,
g31135,,
g31137,,
g31139,,
g31141,,
g31143,,
g31145,,
g31147,,
g31149,,
g31151,,
g31153,,
g31155,,
g31157,,
g31159,,
g31161,,
g31163,,
g31165,,
g31167,,
g31169,,
g31171,,
g31173,,
g31175,,
g31177,,
g31179,,
g31181,,
g31183,,
g31185,,
g32001,,
g32003,,
g32005,,
g32007,,
g32009,,
g32011,,
g32013,,
g32015,,
g32017,,
g32019,,
g32021,,
g32023,,
g32027,,
g32029,,
g32031,,
g32033,,
g32510,,
g33001,,
g33003,,
g33005,,
g33007,,
g33009,,
g33011,,
g33013,,
g33015,,
g33017,,
g33019,,
g34001,,
g34003,,
g34005,,
g34007,,
g34009,,
g34011,,
g34013,,
g34015,,
g34017,,
g34019,,
g34021,,
g34023,,
g34025,,
g34027,,
g34029,,
g34031,,
g34033,,
g34035,,
g34037,,
g34039,,
g34041,,
g35001,,
g35003,,
g35005,,
g35006,,
g35007,,
g35009,,
g35011,,
g35013,,
g35015,,
g35017,,
g35019,,
g35021,,
g35023,,
g35025,,
g35027,,
g35028,,
g35029,,
g35031,,
g35033,,
g35035,,
g35037,,
g35039,,
g35041,,
g35043,,
g35045,,
g35047,,
g35049,,
g35051,,
g35053,,
g35055,,
g35057,,
g35059,,
g35061,,
g36001,,
g36003,,
g36005,,
g36007,,
g36009,,
g36011,,
g36013,,
g36015,,
g36017,,
g36019,,
g36021,,
g36023,,
g36025,,
g36027,,
g36029,,
g36031,,
g36033,,
g36035,,
g36037,,
g36039,,
g36041,,
g36043,,
g36045,,
g36047,,
g36049,,
g36051,,
g36053,,
g36055,,
g36057,,
g36059,,
g36061,,
g36063,,
g36065,,
g36067,,
g36069,,
g36071,,
g36073,,
g36075,,
g36077,,
g36079,,
g36081,,
g36083,,
g36085,,
g36087,,
g36089,,
g36091,,
g36093,,
g36095,,
g36097,,
g36099,,
g36101,,
g36103,,
g36105,,
g36107,,
g36109,,
g36111,,
g36113,,
g36115,,
g36117,,
g36119,,
g36121,,
g36123,,
g37001,,
g37003,,
g37005,,
g37007,,
g37009,,
g37011,,
g37013,,
g37015,,
g37017,,
g37019,,
g37021,,
g37023,,
g37025,,
g37027,,
g37029,,
g37031,,
g37033,,
g37035,,
g37037,,
g37039,,
g37041,,
g37043,,
g37045,,
g37047,,
g37049,,
g37051,,
g37053,,
g37055,,
g37057,,
g37059,,
g37061,,
g37063,,
g37065,,
g37067,,
g37069,,
g37071,,
g37073,,
g37075,,
g37077,,
g37079,,
g37081,,
g37083,,
g37085,,
g37087,,
g37089,,
g37091,,
g37093,,
g37095,,
g37097,,
g37099,,
g37101,,
g37103,,
g37105,,
g37107,,
g37109,,
g37111,,
g37113,,
g37115,,
g37117,,
g37119,,
g37121,,
g37123,,
g37125,,
g37127,,
g37129,,
g37131,,
g37133,,
g37135,,
g37137,,
g37139,,
g37141,,
g37143,,
g37145,,
g37147,,
g37149,,
g37151,,
g37153,,
g37155,,
g37157,,
g37159,,
g37161,,
g37163,,
g37165,,
g37167,,
g37169,,
g37171,,
g37173,,
g37175,,
g37177,,
g37179,,
g37181,,
g37183,,
g37185,,
g37187,,
g37189,,
g37191,,
g37193,,
g37195,,
g37197,,
g37199,,
g38001,,
g38003,,
g38005,,
g38007,,
g38009,,
g38011,,
g38013,,
g38015,,
g38017,,
g38019,,
g38021,,
g38023,,
g38025,,
g38027,,
g38029,,
g38031,,
g38033,,
g38035,,
g38037,,
g38039,,
g38041,,
g38043,,
g38045,,
g38047,,
g38049,,
g38051,,
g38053,,
g38055,,
g38057,,
g38059,,
g38061,,
g38063,,
g38065,,
g38067,,
g38069,,
g38071,,
g38073,,
g38075,,
g38077,,
g38079,,
g38081,,
g38083,,
g38085,,
g38087,,
g38089,,
g38091,,
g38093,,
g38095,,
g38097,,
g38099,,
g38101,,
g38103,,
g38105,,
g39001,,
g39003,,
g39005,,
g39007,,
g39009,,
g39011,,
g39013,,
g39015,,
g39017,,
g39019,,
g39021,,
g39023,,
g39025,,
g39027,,
g39029,,
g39031,,
g39033,,
g39035,,
g39037,,
g39039,,
g39041,,
g39043,,
g39045,,
g39047,,
g39049,,
g39051,,
g39053,,
g39055,,
g39057,,
g39059,,
g39061,,
g39063,,
g39065,,
g39067,,
g39069,,
g39071,,
g39073,,
g39075,,
g39077,,
g39079,,
g39081,,
g39083,,
g39085,,
g39087,,
g39089,,
g39091,,
g39093,,
g39095,,
g39097,,
g39099,,
g39101,,
g39103,,
g39105,,
g39107,,
g39109,,
g39111,,
g39113,,
g39115,,
g39117,,
g39119,,
g39121,,
g39123,,
g39125,,
g39127,,
g39129,,
g39131,,
g39133,,
g39135,,
g39137,,
g39139,,
g39141,,
g39143,,
g39145,,
g39147,,
g39149,,
g39151,,
g39153,,
g39155,,
g39157,,
g39159,,
g39161,,
g39163,,
g39165,,
g39167,,
g39169,,
g39171,,
g39173,,
g39175,,
g40001,,
g40003,,
g40005,,
g40007,,
g40009,,
g40011,,
g40013,,
g40015,,
g40017,,
g40019,,
g40021,,
g40023,,
g40025,,
g40027,,
g40029,,
g40031,,
g40033,,
g40035,,
g40037,,
g40039,,
g40041,,
g40043,,
g40045,,
g40047,,
g40049,,
g40051,,
g40053,,
g40055,,
g40057,,
g40059,,
g40061,,
g40063,,
g40065,,
g40067,,
g40069,,
g40071,,
g40073,,
g40075,,
g40077,,
g40079,,
g40081,,
g40083,,
g40085,,
g40087,,
g40089,,
g40091,,
g40093,,
g40095,,
g40097,,
g40099,,
g40101,,
g40103,,
g40105,,
g40107,,
g40109,,
g40111,,
g40113,,
g40115,,
g40117,,
g40119,,
g40121,,
g40123,,
g40125,,
g40127,,
g40129,,
g40131,,
g40133,,
g40135,,
g40137,,
g40139,,
g40141,,
g40143,,
g40145,,
g40147,,
g40149,,
g40151,,
g40153,,
g41001,,
g41003,,
g41005,,
g41007,,
g41009,,
g41011,,
g41013,,
g41015,,
g41017,,
g41019,,
g41021,,
g41023,,
g41025,,
g41027,,
g41029,,
g41031,,
g41033,,
g41035,,
g41037,,
g41039,,
g41041,,
g41043,,
g41045,,
g41047,,
g41049,,
g41051,,
g41053,,
g41055,,
g41057,,
g41059,,
g41061,,
g41063,,
g41065,,
g41067,,
g41069,,
g41071,,
g42001,,
g42003,,
g42005,,
g42007,,
g42009,,
g42011,,
g42013,,
g42015,,
g42017,,
g42019,,
g42021,,
g42023,,
g42025,,
g42027,,
g42029,,
g42031,,
g42033,,
g42035,,
g42037,,
g42039,,
g42041,,
g42043,,
g42045,,
g42047,,
g42049,,
g42051,,
g42053,,
g42055,,
g42057,,
g42059,,
g42061,,
g42063,,
g42065,,
g42067,,
g42069,,
g42071,,
g42073,,
g42075,,
g42077,,
g42079,,
g42081,,
g42083,,
g42085,,
g42087,,
g42089,,
g42091,,
g42093,,
g42095,,
g42097,,
g42099,,
g42101,,
g42103,,
g42105,,
g42107,,
g42109,,
g42111,,
g42113,,
g42115,,
g42117,,
g42119,,
g42121,,
g42123,,
g42125,,
g42127,,
g42129,,
g42131,,
g42133,,
g44001,,
g44003,,
g44005,,
g44007,,
g44009,,
g45001,,
g45003,,
g45005,,
g45007,,
g45009,,
g45011,,
g45013,,
g45015,,
g45017,,
g45019,,
g45021,,
g45023,,
g45025,,
